Sale_ID,Customer_ID,Product_ID,Date,Quantity,Price,Discount
1062,C034,P008,2024-01-04,8,40.0,0.07548327853775803
1063,C147,P050,2024-01-04,7,17.5,0.02895222396551246
1064,C143,P027,2024-01-04,2,85.0,0.03264983999025472
1065,C041,P034,2024-01-04,10,9.5,0.05855841729257112
1066,C061,P001,2024-01-04,10,30.0,0.015832056473235444
1067,C020,P015,2024-01-04,6,70.0,0.06566846582192684
1068,C032,P049,2024-01-04,3,39.5,0.07550901209470985
1069,C035,P006,2024-01-04,10,25.0,0.007857882077093105
1070,C121,P012,2024-01-04,7,44.0,0.04397563227792498
1071,C005,P020,2024-01-04,7,17.0,0.03516093363536086
1072,C073,P021,2024-01-04,10,34.0,0.015064478470866983
1073,C123,P006,2024-01-04,10,25.0,0.00031356459110123416
1074,C066,P015,2024-01-04,1,70.0,0.07901819594823072
1075,C129,P042,2024-01-04,9,53.0,0.0446355673146677
1076,C024,P041,2024-01-05,6,33.5,0.04382689231818038
1077,C139,P028,2024-01-05,8,46.0,0.07322674381252017
1078,C139,P023,2024-01-05,3,24.0,0.07512899249387053
1079,C147,P032,2024-01-05,9,48.0,0.005157674541577906
1080,C088,P027,2024-01-05,3,85.0,0.009013428448678541
1081,C055,P002,2024-01-05,7,50.0,0.08807548308334516
1082,C037,P026,2024-01-05,4,22.0,0.006654976999791007
1083,C030,P042,2024-01-05,10,53.0,0.09164761099194366
1084,C017,P029,2024-01-05,8,40.0,0.041354145989128704
1085,C074,P004,2024-01-05,9,10.0,0.07920077368017893
1086,C107,P044,2024-01-05,10,10.5,0.0010077305812743688
1087,C117,P031,2024-01-05,2,37.0,0.06035614599743616
1088,C101,P012,2024-01-05,8,44.0,0.0020938853315664364
1089,C143,P048,2024-01-05,8,44.5,0.045193731140802156
1090,C048,P010,2024-01-05,6,15.0,0.07618256009934052
1091,C010,P021,2024-01-05,10,34.0,0.017455925126767136
1092,C103,P035,2024-01-05,9,63.0,0.028955217405265955
1093,C061,P013,2024-01-05,2,23.0,0.028318911712582807
1094,C065,P043,2024-01-05,6,28.0,0.05309030654984767
1095,C091,P045,2024-01-05,1,59.5,0.06927066076644903
1096,C106,P045,2024-01-06,10,59.5,0.07303072999220643
1097,C143,P050,2024-01-06,7,17.5,0.022985062063094888
1098,C115,P019,2024-01-06,6,38.0,0.011329257998358057
1099,C125,P002,2024-01-06,8,50.0,0.09404952467556045
1100,C064,P026,2024-01-06,8,22.0,0.07473530729049052
1101,C039,P035,2024-01-06,6,63.0,0.06939276806552545
1102,C083,P039,2024-01-06,6,35.0,0.013355466656241677
1103,C149,P052,2024-01-06,1,47.5,0.02181811297635492
1104,C022,P026,2024-01-06,3,22.0,0.00600529597416919
1105,C073,P030,2024-01-06,4,18.0,0.03932450083608873
1106,C002,P053,2024-01-06,8,22.5,0.002842598140910202
1107,C096,P002,2024-01-06,2,50.0,0.04269889894194582
1108,C009,P021,2024-01-06,7,34.0,0.07853422480866627
1109,C130,P013,2024-01-06,8,23.0,0.05317747097821897
1110,C123,P026,2024-01-06,4,22.0,0.022520491554793555
1111,C085,P001,2024-01-06,4,30.0,0.018996506083244626
1112,C095,P043,2024-01-06,2,28.0,0.023526578883579098
1113,C034,P008,2024-01-06,9,40.0,0.048687119496354264
1114,C143,P049,2024-01-06,2,39.5,0.05873030359859922
1115,C130,P015,2024-01-06,8,70.0,0.09024204977271483
1116,C136,P001,2024-01-07,5,30.0,0.037758414955671615
1117,C010,P002,2024-01-07,8,50.0,0.08425350591364723
1118,C098,P012,2024-01-07,7,44.0,0.09698384167507068
1119,C060,P030,2024-01-07,5,18.0,0.04862086919205059
1120,C015,P004,2024-01-07,2,10.0,0.03565209233768425
1121,C061,P052,2024-01-07,1,47.5,0.030615084655207927
1122,C128,P044,2024-01-07,2,10.5,0.029256100665315334
1123,C041,P014,2024-01-07,2,12.0,0.0022182215947421425
1124,C052,P009,2024-01-07,2,36.0,0.05705297900889688
1125,C140,P032,2024-01-07,1,48.0,0.04835775925484818
1126,C002,P018,2024-01-07,10,43.0,0.006535026688939372
1127,C009,P034,2024-01-07,8,9.5,0.0736756591648886
1128,C093,P006,2024-01-07,2,25.0,0.022464692661288532
1129,C126,P046,2024-01-07,9,25.5,0.062355278627390445
1130,C134,P053,2024-01-07,1,22.5,0.005185932648130609
1131,C142,P047,2024-01-07,5,82.5,0.07655910129221323
1132,C117,P010,2024-01-07,5,15.0,0.011349544554738845
1133,C100,P027,2024-01-08,1,85.0,0.09000768925129929
1134,C086,P052,2024-01-08,3,47.5,0.027197761078855433
1135,C029,P032,2024-01-08,9,48.0,0.008749760478120927
1136,C067,P018,2024-01-08,2,43.0,0.02769938212513612
1137,C060,P045,2024-01-08,4,59.5,0.010501010713569736
1138,C103,P012,2024-01-08,8,44.0,0.004487711772481285
1139,C057,P006,2024-01-08,1,25.0,0.03443862829206523
1140,C013,P044,2024-01-08,9,10.5,0.031210431532294504
1141,C011,P012,2024-01-08,9,44.0,0.033750928117480074
1142,C086,P024,2024-01-08,5,11.0,0.02145186388510183
1143,C094,P047,2024-01-08,6,82.5,0.0967997607314922
1144,C136,P015,2024-01-08,10,70.0,0.02739181145573735
1145,C004,P020,2024-01-08,4,17.0,0.09277496291051762
1146,C049,P008,2024-01-08,7,40.0,0.023520293866083397
1147,C002,P021,2024-01-08,9,34.0,0.031678571190822714
1148,C141,P043,2024-01-08,5,28.0,0.05082453336151878
1149,C042,P052,2024-01-08,5,47.5,0.007180381692519989
1150,C135,P007,2024-01-08,2,90.0,0.036580736824446784
1151,C067,P007,2024-01-08,7,90.0,0.07080712478671833
1152,C003,P007,2024-01-09,2,90.0,0.08953091363985266
1153,C035,P038,2024-01-09,6,39.0,0.005323018581325301
1154,C133,P039,2024-01-09,2,35.0,0.016360997736068552
1155,C117,P031,2024-01-09,1,37.0,0.005167476674268501
1156,C023,P008,2024-01-09,9,40.0,0.0032936454990351253
1157,C089,P048,2024-01-09,8,44.5,0.08382392706331457
1158,C073,P042,2024-01-09,1,53.0,0.0897788057369982
1159,C007,P047,2024-01-09,10,82.5,0.006491143506114261
1160,C084,P010,2024-01-09,1,15.0,0.0019243590340048634
1161,C091,P001,2024-01-09,8,30.0,0.08735714812276194
1162,C098,P002,2024-01-09,8,50.0,0.05189889112772607
1163,C086,P010,2024-01-09,2,15.0,0.06277274495579102
1164,C066,P051,2024-01-09,6,31.5,0.046830906360881885
1165,C007,P048,2024-01-09,1,44.5,0.09818742747170067
1166,C012,P012,2024-01-09,6,44.0,0.0985693166621799
1167,C061,P030,2024-01-09,7,18.0,0.0744089723521985
1168,C106,P042,2024-01-09,3,53.0,0.018022802498374835
1169,C093,P018,2024-01-10,6,43.0,0.03107402729396849
1170,C010,P017,2024-01-10,9,80.0,0.0040578709049321265
1171,C096,P052,2024-01-10,7,47.5,0.03600362118130836
1172,C125,P044,2024-01-10,9,10.5,0.013039942321268339
1173,C082,P025,2024-01-10,5,65.0,0.08146673404848187
1174,C037,P050,2024-01-10,5,17.5,0.08248693523829337
1175,C145,P008,2024-01-10,1,40.0,0.02152784102503116
1176,C077,P006,2024-01-10,9,25.0,0.029900862980816567
1177,C109,P009,2024-01-10,9,36.0,0.05377668805500613
1178,C088,P019,2024-01-10,3,38.0,0.053397292184001646
1179,C121,P023,2024-01-10,4,24.0,0.08875189927473966
1180,C056,P030,2024-01-10,4,18.0,0.00032066467177021
1181,C018,P036,2024-01-10,8,26.5,0.042694262893241734
1182,C109,P041,2024-01-11,4,33.5,0.09715115069587754
1183,C078,P035,2024-01-11,2,63.0,0.07698759646362265
1184,C150,P001,2024-01-11,5,30.0,0.008543602671653805
1185,C038,P039,2024-01-11,7,35.0,0.0874897128992226
1186,C140,P029,2024-01-11,3,40.0,0.055615630902591064
1187,C128,P042,2024-01-11,10,53.0,0.0780115035475299
1188,C029,P019,2024-01-11,7,38.0,0.05981335198678503
1189,C087,P003,2024-01-11,2,20.0,0.042596948040951724
1190,C035,P012,2024-01-11,2,44.0,0.00565896480676642
1191,C099,P036,2024-01-11,3,26.5,0.07138509310052699
1192,C050,P007,2024-01-11,5,90.0,0.013180306196686298
1193,C066,P049,2024-01-11,2,39.5,0.07167050438436336
1194,C015,P015,2024-01-11,9,70.0,0.0012245223646757287
1195,C039,P051,2024-01-11,5,31.5,0.06294911548568065
1196,C110,P021,2024-01-11,8,34.0,0.01884573504119167
1197,C131,P039,2024-01-11,5,35.0,0.028292482168785982
1198,C017,P029,2024-01-11,4,40.0,0.004077984236140086
1199,C076,P018,2024-01-11,6,43.0,0.025046017628885055
1200,C122,P005,2024-01-12,3,60.0,0.03876473983692981
1201,C130,P038,2024-01-12,9,39.0,0.09465077938434341
1202,C069,P044,2024-01-12,3,10.5,0.03965467377281848
1203,C063,P005,2024-01-12,8,60.0,0.05375763099361694
1204,C044,P035,2024-01-12,5,63.0,0.029946957403616338
1205,C003,P003,2024-01-12,6,20.0,0.09525121953315487
1206,C055,P029,2024-01-12,6,40.0,0.08984085780189034
1207,C080,P043,2024-01-12,8,28.0,0.009075747984169246
1208,C069,P013,2024-01-12,6,23.0,0.01977731021065683
1209,C129,P027,2024-01-12,3,85.0,0.04392115730660689
1210,C097,P005,2024-01-12,5,60.0,0.011738865465510263
1211,C103,P042,2024-01-12,1,53.0,0.07782434374685072
1212,C119,P012,2024-01-12,8,44.0,0.07471312362638048
1213,C108,P043,2024-01-12,9,28.0,0.07019798185490049
1214,C078,P016,2024-01-12,2,26.0,0.08986630341439589
1215,C077,P025,2024-01-12,2,65.0,0.0050241464268218185
1216,C022,P011,2024-01-12,4,32.0,0.08734194908685149
1217,C059,P025,2024-01-12,7,65.0,0.018895563909959147
1218,C027,P047,2024-01-12,1,82.5,0.04493771604539126
1219,C085,P026,2024-01-12,7,22.0,0.03973008486075224
1220,C070,P042,2024-01-12,3,53.0,0.09823396215552209
1221,C127,P029,2024-01-12,6,40.0,0.09797135302751094
1222,C108,P001,2024-01-13,7,30.0,0.034273002063144285
1223,C058,P008,2024-01-13,3,40.0,0.009288945610592892
1224,C029,P029,2024-01-13,3,40.0,0.0991313860551404
1225,C070,P049,2024-01-13,5,39.5,0.04829593277016419
1226,C030,P047,2024-01-13,1,82.5,0.025199747582366018
1227,C022,P046,2024-01-13,2,25.5,0.003463248787787943
1228,C122,P010,2024-01-13,2,15.0,0.0036900463551282183
1229,C111,P013,2024-01-13,3,23.0,0.07608511795434725
1230,C136,P028,2024-01-13,6,46.0,0.0782481642086858
1231,C020,P041,2024-01-13,7,33.5,0.05815744338325102
1232,C140,P024,2024-01-13,10,11.0,0.016516427565370563
1233,C119,P031,2024-01-13,5,37.0,0.031005095236202374
1234,C113,P053,2024-01-13,1,22.5,0.08265218241077395
1235,C008,P016,2024-01-13,9,26.0,0.03918851530972868
1236,C106,P036,2024-01-13,10,26.5,0.00056601912256663
1237,C125,P025,2024-01-13,8,65.0,0.08526163650074209
1238,C013,P040,2024-01-13,9,13.0,0.06488442097467446
1239,C070,P040,2024-01-14,5,13.0,0.07820160010519966
1240,C009,P041,2024-01-14,3,33.5,0.0370701375077784
1241,C061,P048,2024-01-14,8,44.5,0.03379900738969795
1242,C022,P049,2024-01-14,3,39.5,0.021504420196837504
1243,C139,P033,2024-01-14,1,21.0,0.044347301849907664
1244,C044,P020,2024-01-14,3,17.0,0.06770208345550136
1245,C146,P031,2024-01-14,6,37.0,0.0735564807829912
1246,C137,P047,2024-01-14,4,82.5,0.04913630431392825
1247,C064,P049,2024-01-14,1,39.5,0.028298506391475756
1248,C081,P040,2024-01-14,10,13.0,0.04582438046523829
1249,C091,P005,2024-01-14,7,60.0,0.0071728525658832035
1250,C025,P014,2024-01-14,1,12.0,0.08006660270469654
1251,C040,P049,2024-01-14,10,39.5,0.05681273110914007
1252,C024,P017,2024-01-14,5,80.0,0.07744176438550773
1253,C119,P045,2024-01-14,6,59.5,0.012109332471887524
1254,C082,P007,2024-01-14,5,90.0,0.06736042010053249
1255,C130,P046,2024-01-14,6,25.5,0.005523072463802026
1256,C015,P029,2024-01-14,3,40.0,0.0009871867693942106
1257,C031,P018,2024-01-14,6,43.0,0.09597356579749577
1258,C079,P043,2024-01-14,10,28.0,0.0672833115837085
1259,C051,P026,2024-01-14,9,22.0,0.0992332761127269
1260,C001,P016,2024-01-14,3,26.0,0.09740887200288645
1261,C095,P049,2024-01-14,10,39.5,0.02261599795203927
1262,C043,P004,2024-01-14,9,10.0,0.013460320028820317
1263,C041,P001,2024-01-14,10,30.0,0.08091544905505434
1264,C004,P023,2024-01-14,3,24.0,0.01888401079782397
1265,C036,P052,2024-01-15,4,47.5,0.09863055556470646
1266,C092,P033,2024-01-15,8,21.0,0.06039019992022959
1267,C009,P002,2024-01-15,8,50.0,0.05946435602850826
1268,C003,P047,2024-01-15,5,82.5,0.06908162745585619
1269,C016,P037,2024-01-15,9,88.0,0.0791319128763916
1270,C067,P050,2024-01-15,2,17.5,0.060706672263941046
1271,C020,P045,2024-01-15,4,59.5,0.006087737841168639
1272,C144,P049,2024-01-15,5,39.5,0.0906391165745834
1273,C072,P046,2024-01-15,9,25.5,0.0755663892885976
1274,C014,P032,2024-01-15,3,48.0,0.035022790687979345
1275,C131,P014,2024-01-15,1,12.0,0.008939203944407925
1276,C026,P032,2024-01-15,9,48.0,0.025184788441534434
1277,C092,P042,2024-01-15,6,53.0,0.08421242398515397
1278,C090,P022,2024-01-15,7,54.0,0.005371071603174605
1279,C121,P028,2024-01-15,7,46.0,0.05564199746735254
1280,C137,P028,2024-01-15,7,46.0,0.057839245550276176
1281,C147,P023,2024-01-16,10,24.0,0.008214644579506792
1282,C071,P037,2024-01-16,4,88.0,0.02232582186537644
1283,C103,P037,2024-01-16,9,88.0,0.024615616128073815
1284,C146,P012,2024-01-16,7,44.0,0.03996976279741076
1285,C004,P051,2024-01-16,6,31.5,0.01708039082226578
1286,C015,P025,2024-01-16,5,65.0,0.02613917067496241
1287,C084,P006,2024-01-16,7,25.0,0.09097730845662967
1288,C074,P016,2024-01-16,8,26.0,0.06731677125635971
1289,C087,P011,2024-01-16,5,32.0,0.017621905618007274
1290,C113,P014,2024-01-16,9,12.0,0.07936925119985361
1291,C069,P008,2024-01-16,1,40.0,0.07833771236438428
1292,C123,P034,2024-01-16,8,9.5,0.07085230607238155
1293,C033,P038,2024-01-16,1,39.0,0.04981981593696391
1294,C135,P047,2024-01-16,8,82.5,0.067737333304538
1295,C131,P053,2024-01-16,10,22.5,0.0697584919201285
1296,C020,P048,2024-01-16,10,44.5,0.012530812501454804
1297,C047,P029,2024-01-16,5,40.0,0.020429643450404524
1298,C105,P018,2024-01-16,9,43.0,0.07099897761330273
1299,C133,P048,2024-01-17,7,44.5,0.093827287362424
1300,C045,P017,2024-01-17,4,80.0,0.03254603357966144
1301,C047,P019,2024-01-17,9,38.0,0.0020778171847639416
1302,C030,P048,2024-01-17,9,44.5,0.01908725623268306
1303,C018,P048,2024-01-17,1,44.5,0.07625448675063828
1304,C140,P034,2024-01-17,3,9.5,0.020110061642410016
1305,C021,P038,2024-01-17,5,39.0,0.08067411228274597
1306,C069,P034,2024-01-17,10,9.5,0.03416006128178283
1307,C035,P013,2024-01-17,5,23.0,0.09842951025996129
1308,C146,P006,2024-01-17,8,25.0,0.001225252179348757
1309,C008,P035,2024-01-17,5,63.0,0.08341281470076878
1310,C077,P027,2024-01-17,6,85.0,0.07684746780479798
1311,C021,P024,2024-01-17,6,11.0,0.05327806995690459
1312,C034,P031,2024-01-17,3,37.0,0.07587212969919394
1313,C080,P014,2024-01-17,1,12.0,0.07843340398195052
1314,C025,P010,2024-01-17,2,15.0,0.044164151993221296
1315,C053,P028,2024-01-18,1,46.0,0.08841226109718206
1316,C128,P016,2024-01-18,10,26.0,0.029591276698697568
1317,C047,P032,2024-01-18,3,48.0,0.04289667913354964
1318,C010,P009,2024-01-18,3,36.0,0.0037143099653244582
1319,C005,P018,2024-01-18,9,43.0,0.09229688723406482
1320,C148,P002,2024-01-18,6,50.0,0.09921969111299819
1321,C100,P035,2024-01-18,7,63.0,0.043414786128140426
1322,C021,P003,2024-01-18,2,20.0,0.024570115311483
1323,C070,P029,2024-01-18,4,40.0,0.07361965725039739
1324,C071,P008,2024-01-18,2,40.0,0.03701511861703397
1325,C056,P036,2024-01-18,10,26.5,0.08070896271951598
1326,C070,P036,2024-01-18,10,26.5,0.03088506827053751
1327,C016,P003,2024-01-18,10,20.0,0.051169108194625716
1328,C008,P029,2024-01-18,8,40.0,0.0076684994872344816
1329,C149,P014,2024-01-18,3,12.0,0.07024759258624956
1330,C042,P030,2024-01-19,3,18.0,0.04335153950578713
1331,C034,P009,2024-01-19,8,36.0,0.045060705241044954
1332,C117,P038,2024-01-19,6,39.0,0.09985729674776768
1333,C001,P012,2024-01-19,4,44.0,0.02300266061391041
1334,C035,P031,2024-01-19,6,37.0,0.03880183395820846
1335,C076,P042,2024-01-19,4,53.0,0.052315393668497384
1336,C027,P016,2024-01-19,5,26.0,0.06244134106850088
1337,C119,P015,2024-01-19,3,70.0,0.056489650953213566
1338,C128,P021,2024-01-19,7,34.0,0.055942121033237306
1339,C074,P008,2024-01-19,10,40.0,0.08222213243361058
1340,C021,P008,2024-01-19,6,40.0,0.028044567800003917
1341,C119,P013,2024-01-19,9,23.0,0.06221940707249721
1342,C011,P049,2024-01-19,8,39.5,0.059831839959530314
1343,C118,P047,2024-01-19,10,82.5,0.03822671691106499
1344,C131,P039,2024-01-19,10,35.0,0.044439333311922596
1345,C086,P036,2024-01-19,2,26.5,0.009776772010030067
1346,C063,P014,2024-01-19,4,12.0,0.01225794334587428
1347,C120,P005,2024-01-19,7,60.0,0.07789640273165241
1348,C108,P040,2024-01-19,4,13.0,0.0710668119292587
1349,C022,P007,2024-01-19,8,90.0,0.08219771221692979
1350,C102,P006,2024-01-19,10,25.0,0.07058724692090042
1351,C080,P014,2024-01-19,10,12.0,0.09209380966384068
1352,C111,P040,2024-01-19,6,13.0,0.024019007373628845
1353,C076,P048,2024-01-19,6,44.5,0.043988808097123945
1354,C088,P022,2024-01-20,2,54.0,0.018210156361124774
1355,C120,P033,2024-01-20,6,21.0,0.07538060179105456
1356,C123,P047,2024-01-20,2,82.5,0.09727033269501001
1357,C007,P032,2024-01-20,2,48.0,0.06591979821883377
1358,C047,P048,2024-01-20,1,44.5,0.046522719120452374
1359,C090,P026,2024-01-20,8,22.0,0.009067195500894654
1360,C122,P009,2024-01-20,1,36.0,0.06576506312777254
1361,C122,P038,2024-01-20,8,39.0,0.003941783191225912
1362,C105,P019,2024-01-20,2,38.0,0.07644153051441743
1363,C024,P015,2024-01-20,8,70.0,0.00709834758893324
1364,C033,P041,2024-01-20,6,33.5,0.0029426722695268695
1365,C084,P001,2024-01-20,1,30.0,0.0862677453457118
1366,C088,P012,2024-01-20,3,44.0,0.04287649129023612
1367,C092,P044,2024-01-20,9,10.5,0.026052613238518332
1368,C135,P042,2024-01-20,3,53.0,0.06678143414651724
1369,C122,P016,2024-01-21,1,26.0,0.041834778541037225
1370,C069,P003,2024-01-21,1,20.0,0.09209054553224566
1371,C004,P050,2024-01-21,6,17.5,0.04460245450205456
1372,C074,P038,2024-01-21,5,39.0,0.03392307316874488
1373,C005,P018,2024-01-21,10,43.0,0.014742339256288617
1374,C068,P001,2024-01-21,8,30.0,0.0537427638080614
1375,C066,P002,2024-01-21,5,50.0,0.04437346352061753
1376,C078,P031,2024-01-21,2,37.0,0.02140865155383155
1377,C014,P050,2024-01-21,3,17.5,0.004987143786739712
1378,C027,P001,2024-01-21,8,30.0,0.08351680903436703
1379,C070,P021,2024-01-21,2,34.0,0.02220737288217023
1380,C078,P017,2024-01-21,6,80.0,0.025107519942771706
1381,C085,P052,2024-01-21,3,47.5,0.03299053378839958
1382,C142,P052,2024-01-21,9,47.5,0.009261199194781201
1383,C084,P029,2024-01-21,1,40.0,0.0006500552592702325
1384,C142,P008,2024-01-21,10,40.0,0.015481586801854475
1385,C076,P031,2024-01-21,4,37.0,0.09798381964057448
1386,C008,P039,2024-01-21,8,35.0,0.02843501510281299
1387,C136,P046,2024-01-22,8,25.5,0.04512977341741238
1388,C071,P025,2024-01-22,5,65.0,0.013649681092491463
1389,C101,P040,2024-01-22,2,13.0,0.09295563733627153
1390,C065,P044,2024-01-22,3,10.5,0.0045749108474328675
1391,C085,P032,2024-01-22,5,48.0,0.004179457542724818
1392,C011,P025,2024-01-22,2,65.0,0.077220043446529
1393,C042,P015,2024-01-22,3,70.0,0.020708413282573335
1394,C079,P050,2024-01-22,4,17.5,0.060020817309651135
1395,C108,P038,2024-01-22,2,39.0,0.09078661260384141
1396,C040,P041,2024-01-22,8,33.5,0.07027474193361094
1397,C106,P004,2024-01-22,8,10.0,0.058298323121028686
1398,C057,P043,2024-01-22,5,28.0,0.04376414547149855
1399,C116,P045,2024-01-22,7,59.5,0.03796247365336008
1400,C027,P024,2024-01-22,5,11.0,0.008281138058268633
1401,C056,P019,2024-01-22,7,38.0,0.04594696601031615
1402,C069,P020,2024-01-22,8,17.0,0.08445582980632134
1403,C119,P049,2024-01-23,8,39.5,0.05258852733706228
1404,C034,P015,2024-01-23,2,70.0,0.03756990429726192
1405,C147,P053,2024-01-23,1,22.5,0.04218662832546447
1406,C110,P033,2024-01-23,2,21.0,0.054926888385747275
1407,C050,P026,2024-01-23,6,22.0,0.014614231919737675
1408,C072,P011,2024-01-23,5,32.0,0.0697742754984658
1409,C116,P008,2024-01-23,9,40.0,0.09489496899841134
1410,C144,P019,2024-01-23,3,38.0,0.012304364147279812
1411,C095,P032,2024-01-23,7,48.0,0.06699590082204067
1412,C120,P018,2024-01-23,10,43.0,0.0016509820961054245
1413,C140,P028,2024-01-23,6,46.0,0.09393808133627998
1414,C077,P014,2024-01-23,4,12.0,0.07314625626341907
1415,C016,P032,2024-01-23,7,48.0,0.04484285014066183
1416,C036,P028,2024-01-23,9,46.0,0.06314582982980568
1417,C025,P032,2024-01-23,6,48.0,0.056236275054684495
1418,C027,P027,2024-01-23,10,85.0,0.036752799340936615
1419,C022,P012,2024-01-23,7,44.0,0.09965571958430669
1420,C067,P039,2024-01-23,5,35.0,0.009384859970642834
1421,C128,P037,2024-01-23,5,88.0,0.08354072603579597
1422,C118,P018,2024-01-24,7,43.0,0.07152826533181082
1423,C026,P008,2024-01-24,5,40.0,0.043766138428676604
1424,C064,P043,2024-01-24,1,28.0,0.03019881894508214
1425,C142,P015,2024-01-24,7,70.0,0.06879183270515685
1426,C117,P051,2024-01-24,9,31.5,0.036115153608052245
1427,C135,P002,2024-01-24,2,50.0,0.05709358591288123
1428,C089,P030,2024-01-24,2,18.0,0.03992182428368899
1429,C129,P002,2024-01-24,5,50.0,0.08455427405819843
1430,C042,P043,2024-01-24,9,28.0,0.04891246065427033
1431,C125,P037,2024-01-24,2,88.0,0.05369313741099424
1432,C148,P010,2024-01-24,6,15.0,0.07011563874155459
1433,C038,P025,2024-01-24,5,65.0,0.03438448668893279
1434,C018,P002,2024-01-24,3,50.0,0.02533891656681543
1435,C006,P025,2024-01-24,10,65.0,0.02562092287323711
1436,C144,P047,2024-01-24,2,82.5,0.024255873709589894
1437,C057,P003,2024-01-24,1,20.0,0.021875017853280367
1438,C129,P023,2024-01-24,7,24.0,0.038456333031801994
1439,C035,P001,2024-01-24,5,30.0,0.08646955460864458
1440,C144,P048,2024-01-24,1,44.5,0.05641899048368801
1441,C105,P045,2024-01-24,6,59.5,0.06440523038180988
1442,C039,P004,2024-01-24,2,10.0,0.08125721498423116
1443,C052,P041,2024-01-25,1,33.5,0.03600730258388525
1444,C087,P001,2024-01-25,3,30.0,0.024488994994748648
1445,C131,P046,2024-01-25,6,25.5,0.017818158629994897
1446,C012,P006,2024-01-25,3,25.0,0.059757174161711904
1447,C128,P026,2024-01-25,8,22.0,0.0987789715387037
1448,C077,P006,2024-01-25,10,25.0,0.05472463418865156
1449,C068,P012,2024-01-25,10,44.0,0.04333237581132093
